SMILES,MHFP,first_class,second_class,type,num_id,chain_type,carbon_chain_length,ring_size,functional_group,CF2,CF3,CFX,cf_length,group_id,predicted_toxicity,Uncertainty
FC(F)(F)C(F)(F)C(F)(F)CCBr,[250618452 138756634 107816900 ... 611624164 281920279 134521232],Other PFASs,Polyfluoroalkanes,4,2720,straight,5.0,,Halogen,2,1,0,3,Other PFASs_Polyfluoroalkanes_straight_5.0_Halogen_NA_CF2_2_CF3_1_CFX_0,2.0237865,0.2570767
CN(C)CCCN(CCC(=O)O)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452   1815513  17313015 ... 136323818 107222071  29302852],PFAA precursors,PASF-based substances,2,2721,straight,12.0,,Carboxylic Acid,3,1,0,4,PFAA precursors_PASF-based substances_straight_12.0_Carboxylic Acid_NA_CF2_3_CF3_1_CFX_0,2.2085447,0.14459434
O=C(O)C(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,[203843801 104111782  97181807 ...  16631887  43796935 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,2722,branched,11.0,,Carboxylic Acid,5,1,0,6,Polyfluoroalkyl acids_PolyFCA derivatives_branched_11.0_Carboxylic Acid_NA_CF2_5_CF3_1_CFX_0,2.7969115,0.25549448
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(Br)cc1,[250618452 104111782  84382633 ... 171882282  43796935  93860188],Other PFASs,Aromatic PFASs,4,2723,cyclic,,6.0,Halogen,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_5_CF3_1_CFX_0,3.6076977,0.2542548
OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,[250618452 137369255 107816900 ...  88808901  43796935  10360726],PFAA precursors,PolyFACs,2,2724,branched,9.0,,Alcohol,4,2,1,7,PFAA precursors_PolyFACs_branched_9.0_Alcohol_NA_CF2_4_CF3_2_CFX_1,2.5422282,0.24619448
CC(C)CNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 68734378   8492060 107816900 ...  63618236 281920279  78867986],Other PFASs,Amide derivatives,4,2725,branched,8.0,,Amine,2,1,0,3,Other PFASs_Amide derivatives_branched_8.0_Amine_NA_CF2_2_CF3_1_CFX_0,2.0588923,0.25823495
FC(F)(F)C(F)(F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(F)OC(F)(C(F)(F)F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 291431448  23638503  71007262],PFAA precursors,HFEs,2,2726,straight,16.0,,Ether,6,6,4,16,PFAA precursors_HFEs_straight_16.0_Ether_NA_CF2_6_CF3_6_CFX_4,11.265265,0.33269894
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)c1cc2ccccc2o1,[250618452  25304212  26425151 ...  69892559 281920279 151237944],Other PFASs,Aromatic PFASs,4,2727,cyclic,,5.0,Aromatic,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_3_CF3_1_CFX_0,2.5560443,0.25317407
O=C(Nc1ccc([N+](=O)[O-])cc1[N+](=O)[O-])C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,[   853465  90791381 107816900 ... 144813810  23638503  71007262],Other PFASs,Aromatic PFASs,4,2728,cyclic,,6.0,Ether,2,2,1,5,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_2_CF3_2_CFX_1,7.448365,0.3055594
CC(C)(O)CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],Other PFASs,others,4,2729,branched,11.0,,Alcohol,5,1,0,6,Other PFASs_others_branched_11.0_Alcohol_NA_CF2_5_CF3_1_CFX_0,2.4872565,0.25121716
CCCO[Si](CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(OCCC)OCCC,[ 87672194 104111782  97181807 ... 171882282  43796935  50570070],Other PFASs,Si PFASs,4,2730,straight,19.0,,Si,7,1,0,8,Other PFASs_Si PFASs_straight_19.0_Unknown_NA_CF2_7_CF3_1_CFX_0,4.2788534,0.25755608
O=C(F)/C(F)=C(\F)C(F)(C(F)(F)F)C(F)(F)F,[349253427  63090150 108979564 ...  65408281 239720791 106305288],Other PFASs,others,4,2731,branched,6.0,,O=C(F),0,2,4,6,Other PFASs_others_branched_6.0_Unknown_NA_CF2_0_CF3_2_CFX_4,2.2791424,0.25383243
O=C(N1CCc2ccccc21)C(F)(F)C(F)(F)C(F)(F)F,[138816069   8492060 107816900 ... 105594216  37515159  29516144],Other PFASs,Aromatic PFASs,4,2732,cyclic,,5.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_2_CF3_1_CFX_0,3.8773184,0.26158592
CC(CNC(=O)C(F)(F)C(F)(F)C(F)(F)F)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 163870503 151237944],Other PFASs,Amide derivatives,4,2733,straight,11.0,,Amine,4,2,0,6,Other PFASs_Amide derivatives_straight_11.0_Amine_NA_CF2_4_CF3_2_CFX_0,2.1230881,0.2592068
O=C(N1CCOCC1)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F,[   853465   9635651 107816900 ... 194511214  23638503  71007262],"Other PFASs, cyclic","PFPEs, cyclic",4,2734,cyclic,,6.0,Ether,3,3,2,8,"Other PFASs, cyclic_PFPEs, cyclic_cyclic_NA_Ether_6.0_CF2_3_CF3_3_CFX_2",5.7712736,0.2856644
O=C(O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,[ 43491808  12005311 232751249 ... 124699056 402451527 249030822],Other PFASs,Aromatic PFASs,4,2735,cyclic,,6.0,Carboxylic Acid,0,5,2,7,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_5_CFX_2,3.0470061,0.25023666
N#CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[175312219 104111782  97181807 ... 292858329  92635079  37027116],Other PFASs,others,4,2736,straight,6.0,,Nitrile,4,1,0,5,Other PFASs_others_straight_6.0_Nitrile_NA_CF2_4_CF3_1_CFX_0,2.0304403,0.2502911
O=C(Nc1ccc(Br)cc1)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  84382633 ...  54552999 100272231 151237944],Other PFASs,Aromatic PFASs,4,2737,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,3.4508684,0.26618087
C=CC(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  33988699  17313015 ... 136323818 138388023 151237944],PFAA precursors,PASF-based substances,2,2738,straight,15.0,,Ester,6,1,0,7,PFAA precursors_PASF-based substances_straight_15.0_Ester_NA_CF2_6_CF3_1_CFX_0,3.8862672,0.25592658
FC(F)(F)/C=C/C(F)(F)C(F)(F)C(F)(F)F,[216993070  95104175 107816900 ... 330153186  14046279 151237944],PFAA precursors,PolyFAenes,2,2739,straight,6.0,,Double bond,2,2,0,4,PFAA precursors_PolyFAenes_straight_6.0_Unknown_NA_CF2_2_CF3_2_CFX_0,2.0636048,0.2567865
O=C(C=CC(=O)OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)OCCCSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[19469312 40824953 33520658 ... 13002854 43796935 83992880],PFAA precursors,n:2 fluorotelomer-based substances,2,2740,straight,26.0,,Ester,10,2,0,12,PFAA precursors_n:2 fluorotelomer-based substances_straight_26.0_Ester_NA_CF2_10_CF3_2_CFX_0,1.1748382,0.05308735
CCCCCC/C=C/C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[178291359 104111782  97181807 ... 200578621  14046279  51400916],PFAA precursors,SFAenes,2,2741,straight,16.0,,Double bond,7,1,0,8,PFAA precursors_SFAenes_straight_16.0_Unknown_NA_CF2_7_CF3_1_CFX_0,2.8201506,0.25070894
NC(=O)CCSCCC(F)(F)C(F)(F)F,[250618452  40824953  89335993 ... 194511214 281920279 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,2742,straight,7.0,,Amine,1,1,0,2,PFAA precursors_n:2 fluorotelomer-based substances_straight_7.0_Amine_NA_CF2_1_CF3_1_CFX_0,1.44065,0.14832594
CCOC(=O)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312 541103106  14316170 ... 291378977 114499767 151237944],PFAAs,PFCA-ester derivatives,1,2743,straight,6.0,,Ester,2,1,0,3,PFAAs_PFCA-ester derivatives_straight_6.0_Ester_NA_CF2_2_CF3_1_CFX_0,2.471245,0.24165958
FC(F)=C(F)OC(F)(F)C(F)(F)Br,[156871382 101247092  20760171 ... 198358795 101296679 174175058],PFAA precursors,PolyFEAenes,2,2744,straight,4.0,,Ether,3,0,1,4,PFAA precursors_PolyFEAenes_straight_4.0_Ether_NA_CF2_3_CF3_0_CFX_1,2.0894895,0.23196013
C=C(C)C(=O)OCCN(CC)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 138388023  22160906],PFAA precursors,PASF-based substances,2,2745,branched,13.0,,Ester,4,1,0,5,PFAA precursors_PASF-based substances_branched_13.0_Ester_NA_CF2_4_CF3_1_CFX_0,2.9180458,0.17945123
O=P(OCCCCCCCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)(N1CCOCC1)N1CCOCC1,[250618452  33988699  40015806 ...  16631887  43796935  65206696],"Other PFASs, cyclic","others, cyclic",4,2746,cyclic,,6.0,Ether,7,1,0,8,"Other PFASs, cyclic_others, cyclic_cyclic_NA_Ether_6.0_CF2_7_CF3_1_CFX_0",3.337594,0.25221956
O=C(NCCO)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 39844693   8492060  93274711 ... 173374004 252229687 151237944],Other PFASs,Amide derivatives,4,2747,straight,9.0,,Alcohol,5,1,0,6,Other PFASs_Amide derivatives_straight_9.0_Alcohol_NA_CF2_5_CF3_1_CFX_0,2.1849942,0.21737029
FC(F)=C(F)OC1(F)OC(F)(C(F)(F)F)C(F)(F)OC1(F)C(F)(F)F,[   853465   2166399  22848942 ...  55646229  69108455 261466434],"PFAA precursors, cyclic","PolyFEAenes, cyclic",2,2748,cyclic,,6.0,Ether,2,2,4,8,"PFAA precursors, cyclic_PolyFEAenes, cyclic_cyclic_NA_Ether_6.0_CF2_2_CF3_2_CFX_4",4.0077844,0.26742053
FC(F)(F)C(F)(F)C(F)(F)c1nnc(-c2ccccc2)o1,[  5826031 163273666 107816900 ...  40308537 281920279 151237944],Other PFASs,Aromatic PFASs,4,2749,cyclic,,5.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_2_CF3_1_CFX_0,3.0260246,0.2572698
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,2,2750,straight,26.0,,Halogen,25,1,0,26,PFAA precursors_PFAIs_straight_26.0_Halogen_NA_CF2_25_CF3_1_CFX_0,5.543633,0.2500408
FC(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)F,[206805500  58869667 107816900 ...  88808901  69000183 104998888],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,2751,cyclic,,6.0,None,7,1,1,9,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_7_CF3_1_CFX_1",3.077939,0.25389132
O=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 300159690 281920279 151237944],PFAA precursors,PFALs,2,2752,straight,5.0,,Aldehyde,3,1,0,4,PFAA precursors_PFALs_straight_5.0_Aldehyde_NA_CF2_3_CF3_1_CFX_0,2.0158424,0.24769923
Cc1ccc2nc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)oc2c1,[  7905733  44409534  95980309 ...  56396672  49046199 107724166],Other PFASs,Aromatic PFASs,4,2753,cyclic,,5.0,Aromatic,4,1,0,5,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_4_CF3_1_CFX_0,2.0418005,0.23585379
Cc1ccc(S(=O)(=O)OCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452  44409534  17313015 ...   4192194  49046199 151237944],Other PFASs,Aromatic PFASs,4,2754,cyclic,,6.0,Sulfonate Ester,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Sulfonate Ester_6.0_CF2_3_CF3_1_CFX_0,3.1746163,0.2606263
CCOC(=O)CC(O)C(F)(F)C(F)(F)C(F)(F)F,[   109146 266300603  14316170 ... 280063800 206425591 151237944],Polyfluoroalkyl acids,PolyFCA derivatives,3,2755,straight,8.0,,Ester,2,1,0,3,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_2_CF3_1_CFX_0,3.0149825,0.24039917
FC(F)(F)C(C(F)(F)F)(C(F)(F)F)C1(F)C(F)(F)C(F)(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C21F,[250618452  58869667  92943922 ...  88808901 153496343  15587864],"Other PFASs, cyclic","Perfluoroalkanes, cyclic",4,2756,cyclic,,6.0,None,7,3,3,13,"Other PFASs, cyclic_Perfluoroalkanes, cyclic_cyclic_NA_Unknown_6.0_CF2_7_CF3_3_CFX_3",3.5697591,0.2540057
FC(F)(F)OC(F)(F)C(F)(F)OC(F)(F)I,[231382269  53801093 373036310 ...  12585672 101296679  70269816],Other PFASs,PFPEs,4,2757,straight,4.0,,Ether,3,1,0,4,Other PFASs_PFPEs_straight_4.0_Ether_NA_CF2_3_CF3_1_CFX_0,2.2120333,0.24091117
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  52429719 151237944],Other PFASs,Polyfluoroalkanes,4,2758,straight,14.0,,Halogen,6,2,0,8,Other PFASs_Polyfluoroalkanes_straight_14.0_Halogen_NA_CF2_6_CF3_2_CFX_0,2.8145726,0.2552679
COc1ccc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[250618452   8492060  97181807 ...  54552999 111393351 151237944],Other PFASs,Aromatic PFASs,4,2759,cyclic,,6.0,Ether,6,1,0,7,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_6_CF3_1_CFX_0,2.7165685,0.25452632
O=S(=O)(F)C1(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1(F)C(F)(F)F,[250618452  58869667  17313015 ...  88808901 100461991 151237944],"PFAA precursors, cyclic","PASFs, cyclic",2,2760,cyclic,,6.0,Sulfone,4,2,1,7,"PFAA precursors, cyclic_PASFs, cyclic_cyclic_NA_Sulfone_6.0_CF2_4_CF3_2_CFX_1",3.9671307,0.2593067
CCOC(=O)c1cnn(-c2ccccc2)c1NC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060  14316170 ...  54552999  44780199 151237944],Other PFASs,Aromatic PFASs,4,2761,cyclic,,5.0,Ester,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_5.0_CF2_2_CF3_1_CFX_0,2.0342507,0.22500366
FC(F)=C(F)C(F)(F)C(F)(F)F,[250618452  85821563 107816900 ...  65874932  30740423 151237944],PFAA precursors,PFAenes,2,2762,straight,4.0,,Double bond,2,1,1,4,PFAA precursors_PFAenes_straight_4.0_Unknown_NA_CF2_2_CF3_1_CFX_1,2.0569425,0.25468826
CCC(C(O)C(F)(F)C(F)(F)C(F)(F)F)[N+](=O)[O-],[ 49120645  99876902 107816900 ...  73085275 272194791  98778908],Other PFASs,others,4,2763,straight,7.0,,Alcohol,2,1,0,3,Other PFASs_others_straight_7.0_Alcohol_NA_CF2_2_CF3_1_CFX_0,1.9826875,0.2466738
O=C(CC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ... 611624164 124409255 151237944],PFAA precursors,PFAK derivatives,2,2764,straight,15.0,,ketone,10,2,0,12,PFAA precursors_PFAK derivatives_straight_15.0_Unknown_NA_CF2_10_CF3_2_CFX_0,5.5689716,0.27483085
O=C(O)CC(O)(CC(=O)OCCOC(F)(F)F)C(=O)O,[ 19469312 337706872  91848883 ...  13422388 147353751  98778836],Polyfluoroalkyl acids,PolyFCA derivatives,3,2765,branched,9.0,,Carboxylic Acid,0,1,0,1,Polyfluoroalkyl acids_PolyFCA derivatives_branched_9.0_Carboxylic Acid_NA_CF2_0_CF3_1_CFX_0,2.0170832,0.19437759
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C/C=C\c1ccccc1,[ 53345741  11692890  97181807 ... 215679073  15012903  29516144],Other PFASs,Aromatic PFASs,4,2766,cyclic,,6.0,Aromatic,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_3_CF3_1_CFX_0,2.474551,0.25365543
Cc1cc2c(cc1C)NC(=O)CC(C(F)(F)C(F)(F)C(F)(F)F)=N2,[250618452  18322915 107816900 ... 194511214 273097079  82023292],Other PFASs,Aromatic PFASs,4,2767,cyclic,,6.0,Amine,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_6.0_CF2_2_CF3_1_CFX_0,4.100835,0.26554328
CCCCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 104111782  97181807 ...  16631887  43796935 151237944],PFAA precursors,HFCs,2,2768,straight,14.0,,None,7,1,0,8,PFAA precursors_HFCs_straight_14.0_Unknown_NA_CF2_7_CF3_1_CFX_0,3.034866,0.24997866
O=C(CI)NCCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[207361274  33988699  84487243 ...  16631887  43796935 151237944],Other PFASs,others,4,2769,straight,11.0,,Amine,5,1,0,6,Other PFASs_others_straight_11.0_Amine_NA_CF2_5_CF3_1_CFX_0,4.2458477,0.2623182
O=C(Oc1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,[  7060930 292106323  87855067 ... 144813810  42436471 148292812],Other PFASs,Aromatic PFASs,4,2770,cyclic,,6.0,Ester,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_2_CF3_1_CFX_0,3.3002772,0.25874084
O=C(Nc1nc(-c2ccc(F)c(F)c2)cs1)C(F)(F)C(F)(F)C(F)(F)F,[ 83743651   8492060 107816900 ...  54552999 100272231  45590246],Other PFASs,Aromatic PFASs,4,2771,cyclic,,5.0,Amine,2,1,2,5,Other PFASs_Aromatic PFASs_cyclic_NA_Amine_5.0_CF2_2_CF3_1_CFX_2,4.6627064,0.27401492
Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,[ 54297102  36123943  97181807 ... 110403402  18477239 107724166],Other PFASs,Aromatic PFASs,4,2772,cyclic,,6.0,Aromatic,5,1,0,6,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_5_CF3_1_CFX_0,2.8845491,0.25301072
FC(F)(F)C(F)(F)C(F)(F)c1nc(-c2ccccc2)n[nH]1,[205584361 227868861 105846457 ... 193690869 146415911 151237944],Other PFASs,Aromatic PFASs,4,2773,cyclic,,5.0,Aromatic,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_5.0_CF2_2_CF3_1_CFX_0,2.0202792,0.23832887
O=C(O)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  21086568  97181807 ...  37687752 281920279 151237944],PFAAs,PFCAs,1,2774,branched,8.0,,Carboxylic Acid,4,2,1,7,PFAAs_PFCAs_branched_8.0_Carboxylic Acid_NA_CF2_4_CF3_2_CFX_1,2.8550615,0.25549197
O=S(=O)(O)c1ccc(OC(F)=C(C(F)(C(F)(F)F)C(F)(F)C(F)(F)F)C(C(F)(F)F)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F)cc1,[43491808 75884555 17313015 ... 31973932 68472071  9034880],Other PFASs,Aromatic PFASs,4,2775,cyclic,,6.0,Ether,3,5,2,10,Other PFASs_Aromatic PFASs_cyclic_NA_Ether_6.0_CF2_3_CF3_5_CFX_2,2.9371972,0.25173616
FC(F)(F)C(F)(F)C(F)(F)c1ccc(Br)cn1,[ 33031053 227868861  84382633 ...  99595631 111883495 151237944],Other PFASs,Aromatic PFASs,4,2776,cyclic,,6.0,Halogen,2,1,0,3,Other PFASs_Aromatic PFASs_cyclic_NA_Halogen_6.0_CF2_2_CF3_1_CFX_0,3.9040923,0.2735215
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)I,[235162622 104111782  63064138 ...  53870161 281920279 151237944],PFAA precursors,PFAIs,2,2777,straight,14.0,,Halogen,13,1,0,14,PFAA precursors_PFAIs_straight_14.0_Halogen_NA_CF2_13_CF3_1_CFX_0,3.6346893,0.25291866
FC(=C(F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,[ 49148242 553637518 155709947 ...  65874932 239720791 201568010],PFAA precursors,PFAenes,2,2778,branched,6.0,,Double bond,0,3,3,6,PFAA precursors_PFAenes_branched_6.0_Unknown_NA_CF2_0_CF3_3_CFX_3,2.225349,0.25495216
CC(CCC(=O)O)(SCCC(F)(F)C(F)(F)F)SCCC(F)(F)C(F)(F)F,[250618452  49018156  74431573 ... 245358492 281920279 151237944],PFAA precursors,n:2 fluorotelomer-based substances,2,2779,straight,13.0,,Carboxylic Acid,2,2,0,4,PFAA precursors_n:2 fluorotelomer-based substances_straight_13.0_Carboxylic Acid_NA_CF2_2_CF3_2_CFX_0,2.3851852,0.21849562
Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SC(C)C,[ 52793636 191941852  63360499 ...  63751395 401747255 139045630],Other PFASs,Aromatic PFASs,4,2780,cyclic,,6.0,Carboxylic Acid,0,2,1,3,Other PFASs_Aromatic PFASs_cyclic_NA_Carboxylic Acid_6.0_CF2_0_CF3_2_CFX_1,2.5011349,0.24585766
CCCCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)F,[250618452   8492060 107816900 ... 194511214 166016711 151237944],Other PFASs,Amide derivatives,4,2781,straight,16.0,,Amine,2,1,0,3,Other PFASs_Amide derivatives_straight_16.0_Amine_NA_CF2_2_CF3_1_CFX_0,2.2906148,0.2547254
CCOC(=O)CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  49018156  14316170 ... 253630925 107222071  29302852],Polyfluoroalkyl acids,PolyFCA derivatives,3,2782,straight,8.0,,Ester,3,1,0,4,Polyfluoroalkyl acids_PolyFCA derivatives_straight_8.0_Ester_NA_CF2_3_CF3_1_CFX_0,2.1264005,0.21741652
CCCCSCC=C(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  49018156  60964968 ...  65874932 132322119 151237944],Other PFASs,others,4,2783,straight,10.0,,Thioether,2,1,1,4,Other PFASs_others_straight_10.0_Thioether_NA_CF2_2_CF3_1_CFX_1,1.8615077,0.20627767
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CC(I)CCC(I)CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 38604113   1055672  97181807 ...  58849484  43796935 151237944],Other PFASs,Polyfluoroalkanes,4,2784,straight,20.0,,Halogen,12,2,0,14,Other PFASs_Polyfluoroalkanes_straight_20.0_Halogen_NA_CF2_12_CF3_2_CFX_0,3.7193065,0.25398418
CC(C)(C)C/C=C(\F)C(F)(F)C(F)(F)C(F)(F)F,[250618452 107567300 107816900 ...  65874932 135379655 151237944],PFAA precursors,PolyFAenes,2,2785,branched,10.0,,Double bond,2,1,1,4,PFAA precursors_PolyFAenes_branched_10.0_Unknown_NA_CF2_2_CF3_1_CFX_1,2.017004,0.23922439
Cc1ccccc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[125412209  96422459 107816900 ... 215679073 281920279  29516144],Other PFASs,Aromatic PFASs,4,2786,cyclic,,6.0,Aromatic,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Aromatic_6.0_CF2_3_CF3_1_CFX_0,2.4358664,0.25498903
COC(=O)c1c(OC)cccc1OS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[174519276 107055568  17313015 ... 210694286   9233431  29302852],Other PFASs,Aromatic PFASs,4,2787,cyclic,,6.0,Ester,3,1,0,4,Other PFASs_Aromatic PFASs_cyclic_NA_Ester_6.0_CF2_3_CF3_1_CFX_0,2.7271402,0.2568666
CCCCCCCCCCCCCCCCC(CC(=O)O)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[ 19469312  95274442 107816900 ...  27081073 101296679  13645418],Polyfluoroalkyl acids,PolyFCA derivatives,3,2788,branched,39.0,,Carboxylic Acid,17,1,0,18,Polyfluoroalkyl acids_PolyFCA derivatives_branched_39.0_Carboxylic Acid_NA_CF2_17_CF3_1_CFX_0,9.262257,0.29877317
C=C(C)C(=O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[  1426846  33988699  17313015 ... 136323818 107222071  22160906],PFAA precursors,PASF-based substances,2,2789,branched,13.0,,Ester,3,1,0,4,PFAA precursors_PASF-based substances_branched_13.0_Ester_NA_CF2_3_CF3_1_CFX_0,2.5458019,0.21244232
CCCN(CCO)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,[250618452  33988699  17313015 ... 133635739 138388023 151237944],PFAA precursors,PASF-based substances,2,2790,straight,11.0,,Alcohol,5,1,0,6,PFAA precursors_PASF-based substances_straight_11.0_Alcohol_NA_CF2_5_CF3_1_CFX_0,2.9417744,0.17678215
